,Survey Year,Timestamp,SalaryUSD,Country,PostalCode,PrimaryDatabase,YearsWithThisDatabase,EmploymentStatus,JobTitle,ManageStaff,YearsWithThisTypeOfJob,DatabaseServers,Education,EducationIsComputerRelated,Certifications,HoursWorkedPerWeek,PopulationOfLargestCityWithin20Miles,EmploymentSector,CareerPlansThisYear,Gender
7733,2017,2017-01-05 14:13:11.098,72000.0,United States,Not Asked,Microsoft SQL Server,13,Full time employee,DBA,No,13,5,Bachelors (4 years),No,"No, I never have",40,Not Asked,Student,Not Asked,Not Asked
7734,2017,2017-01-05 14:12:03.228,83000.0,United States,Not Asked,Microsoft SQL Server,10,Full time employee,DBA,No,20,500,Bachelors (4 years),Yes,"Yes, but they expired",44,Not Asked,Private business,Not Asked,Not Asked
7735,2017,2017-01-05 14:09:58.104,151000.0,United States,Not Asked,Microsoft SQL Server,16,Full time employee,DBA,No,33,120,Bachelors (4 years),Yes,"Yes, but they expired",55,Not Asked,Private business,Not Asked,Not Asked
7736,2017,2017-01-05 14:08:25.630,100000.0,United States,Not Asked,Microsoft SQL Server,6,Full time employee,DBA,No,1,5,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,Not Asked,Private business,Not Asked,Not Asked
7737,2017,2017-01-05 14:08:13.279,84000.0,United States,Not Asked,Microsoft SQL Server,5,Full time employee,DBA,No,1,60,Associates (2 years),Yes,"No, I never have",40,Not Asked,Private business,Not Asked,Not Asked
7738,2017,2017-01-05 14:07:48.872,108500.0,United States,Not Asked,Microsoft SQL Server,18,Full time employee,DBA,No,3,25,Masters,Yes,"Yes, but they expired",45,Not Asked,Private business,Not Asked,Not Asked
7739,2017,2017-01-05 14:07:34.277,75000.0,United States,Not Asked,Microsoft SQL Server,10,Full time employee,DBA,Yes,10,50,Associates (2 years),No,"Yes, but they expired",55,Not Asked,Private business,Not Asked,Not Asked
7740,2017,2017-01-05 14:07:11.127,90000.0,United States,Not Asked,Microsoft SQL Server,5,Full time employee,DBA,No,5,500,Masters,No,"No, I never have",50,Not Asked,Local government,Not Asked,Not Asked
7742,2017,2017-01-05 14:05:48.614,93000.0,United States,Not Asked,Microsoft SQL Server,7,Full time employee,DBA,Yes,3,100,Masters,Yes,"Yes, and they're currently valid",45,Not Asked,Private business,Not Asked,Not Asked
7743,2017,2017-01-05 14:05:48.286,156000.0,United States,Not Asked,Microsoft SQL Server,18,Full time employee,Engineer,No,16,65,Masters,Yes,"Yes, but they expired",40,Not Asked,Private business,Not Asked,Not Asked
7747,2017,2017-01-05 14:02:16.811,125000.0,United States,Not Asked,Oracle,19,Full time employee,DBA,No,19,25,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,Not Asked,Private business,Not Asked,Not Asked
7750,2017,2017-01-05 14:01:02.652,145000.0,United States,Not Asked,Microsoft SQL Server,15,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,4,3,Masters,Yes,"Yes, and they're currently valid",40,Not Asked,Private business,Not Asked,Not Asked
7751,2017,2017-01-05 14:00:32.743,110000.0,United States,Not Asked,Microsoft SQL Server,10,Full time employee,Developer: T-SQL,Yes,1,8,Bachelors (4 years),Yes,"Yes, but they expired",60,Not Asked,Private business,Not Asked,Not Asked
7752,2017,2017-01-05 13:59:01.851,130000.0,United States,Not Asked,Microsoft SQL Server,12,Full time employee,DBA,No,7,1500,Bachelors (4 years),No,"No, I never have",40,Not Asked,Private business,Not Asked,Not Asked
7753,2017,2017-01-05 13:58:57.890,106000.0,United States,Not Asked,Microsoft SQL Server,5,Full time employee,DBA,No,5,27,Bachelors (4 years),Yes,"Yes, but they expired",38,Not Asked,Private business,Not Asked,Not Asked
7755,2017,2017-01-05 13:58:02.669,65000.0,United States,Not Asked,Microsoft SQL Server,6,Full time employee,Developer: T-SQL,No,5,40,Bachelors (4 years),Yes,"Yes, and they're currently valid",50,Not Asked,Private business,Not Asked,Not Asked
7756,2017,2017-01-05 13:57:34.642,103250.0,United States,Not Asked,Microsoft SQL Server,13,Full time employee,Developer: T-SQL,No,8,6,Associates (2 years),Yes,"Yes, but they expired",40,Not Asked,Private business,Not Asked,Not Asked
7757,2017,2017-01-05 13:57:25.312,116000.0,United States,Not Asked,Microsoft SQL Server,16,Full time employee,DBA,No,16,10,Bachelors (4 years),No,"No, I never have",50,Not Asked,Private business,Not Asked,Not Asked
7760,2017,2017-01-05 13:55:23.899,112000.0,United States,Not Asked,Microsoft SQL Server,18,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",Yes,5,25,Bachelors (4 years),No,"No, I never have",40,Not Asked,Private business,Not Asked,Not Asked
7761,2017,2017-01-05 13:54:20.367,120000.0,United States,Not Asked,Microsoft SQL Server,11,Full time employee,DBA,Yes,6,120,Bachelors (4 years),Yes,"Yes, but they expired",50,Not Asked,Private business,Not Asked,Not Asked
7762,2017,2017-01-05 13:53:39.550,92000.0,United States,Not Asked,Microsoft SQL Server,10,Full time employee,Developer: T-SQL,Yes,10,10,Associates (2 years),Yes,"No, I never have",40,Not Asked,Private business,Not Asked,Not Asked
7763,2017,2017-01-05 13:52:51.350,130000.0,United States,Not Asked,Microsoft SQL Server,19,Full time employee,Developer: T-SQL,No,15,6,Bachelors (4 years),No,"No, I never have",40,Not Asked,Private business,Not Asked,Not Asked
7764,2017,2017-01-05 13:51:56.028,90000.0,United States,Not Asked,Microsoft SQL Server,15,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,15,4,Bachelors (4 years),No,"No, I never have",45,Not Asked,Private business,Not Asked,Not Asked
7765,2017,2017-01-05 13:51:19.643,130000.0,United States,Not Asked,Microsoft SQL Server,10,Full time employee,DBA,No,10,10,Masters,Yes,"No, I never have",40,Not Asked,Private business,Not Asked,Not Asked
7767,2017,2017-01-05 13:49:40.190,80751.0,United States,Not Asked,Microsoft SQL Server,2,Full time employee,DBA,No,26,40,Bachelors (4 years),Yes,"No, I never have",38,Not Asked,Private business,Not Asked,Not Asked
7768,2017,2017-01-05 13:49:17.319,130000.0,United States,Not Asked,Microsoft SQL Server,17,Full time employee,DBA,No,17,290,Associates (2 years),Yes,"Yes, but they expired",60,Not Asked,Private business,Not Asked,Not Asked
7770,2017,2017-01-05 13:47:11.783,106000.0,United States,Not Asked,Microsoft SQL Server,12,Full time employee,DBA,No,21,180,Bachelors (4 years),Yes,"No, I never have",42,Not Asked,Private business,Not Asked,Not Asked
7771,2017,2017-01-05 13:46:52.003,85000.0,United States,Not Asked,Microsoft SQL Server,7,Full time employee,DBA,No,6,50,Masters,Yes,"Yes, and they're currently valid",45,Not Asked,Private business,Not Asked,Not Asked
7772,2017,2017-01-05 13:45:29.067,68081.0,United States,Not Asked,Microsoft SQL Server,9,Full time employee,DBA,Yes,2,15,Bachelors (4 years),Yes,"No, I never have",38,Not Asked,State/province government,Not Asked,Not Asked
7773,2017,2017-01-05 13:44:45.672,113000.0,United States,Not Asked,Microsoft SQL Server,11,Full time employee,Architect,No,9,3,Bachelors (4 years),No,"No, I never have",40,Not Asked,Private business,Not Asked,Not Asked
7774,2017,2017-01-05 13:44:36.404,100000.0,United States,Not Asked,Microsoft SQL Server,7,Full time employee,Developer: T-SQL,Yes,7,20,None (no degree completed),,"No, I never have",45,Not Asked,Private business,Not Asked,Not Asked
7775,2017,2017-01-05 13:44:33.318,115000.0,United States,Not Asked,Microsoft SQL Server,15,Full time employee,Architect,No,1,800,Bachelors (4 years),Yes,"No, I never have",40,Not Asked,Private business,Not Asked,Not Asked
7777,2017,2017-01-05 13:43:46.217,113000.0,United States,Not Asked,Microsoft SQL Server,6,Full time employee,Manager,Yes,6,40,Bachelors (4 years),No,"No, I never have",50,Not Asked,Private business,Not Asked,Not Asked
7778,2017,2017-01-05 13:43:29.160,125000.0,United States,Not Asked,Microsoft SQL Server,10,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,19,3,Associates (2 years),Yes,"No, I never have",40,Not Asked,Private business,Not Asked,Not Asked
7780,2017,2017-01-05 13:42:26.585,131000.0,United States,Not Asked,Microsoft SQL Server,11,Full time employee,DBA,No,2,500,Bachelors (4 years),No,"No, I never have",40,Not Asked,Private business,Not Asked,Not Asked
7781,2017,2017-01-05 13:40:59.232,120000.0,United States,Not Asked,Microsoft SQL Server,16,Full time employee,DBA,No,15,40,Masters,Yes,"Yes, and they're currently valid",40,Not Asked,Private business,Not Asked,Not Asked
7782,2017,2017-01-05 13:40:53.548,87500.0,United States,Not Asked,Microsoft SQL Server,18,Full time employee of a consulting/contracting company,"Developer: App code (C#, JS, etc)",Yes,8,25,Associates (2 years),,"No, I never have",50,Not Asked,Private business,Not Asked,Not Asked
7783,2017,2017-01-05 13:39:00.810,108000.0,United States,Not Asked,Microsoft SQL Server,17,Full time employee,Engineer,No,17,4,None (no degree completed),,"Yes, but they expired",45,Not Asked,Private business,Not Asked,Not Asked
7784,2017,2017-01-05 13:38:02.494,125000.0,United States,Not Asked,Microsoft SQL Server,6,Full time employee,"Developer: App code (C#, JS, etc)",No,6,0,Bachelors (4 years),Yes,"No, I never have",40,Not Asked,Private business,Not Asked,Not Asked
7785,2017,2017-01-05 13:37:51.935,85000.0,United States,Not Asked,Microsoft SQL Server,8,Full time employee,Developer: T-SQL,No,11,100,Bachelors (4 years),No,"No, I never have",45,Not Asked,Private business,Not Asked,Not Asked
7787,2017,2017-01-05 13:37:03.400,88000.0,United States,Not Asked,Microsoft SQL Server,4,Full time employee,DBA,Yes,2,25,Bachelors (4 years),No,"No, I never have",50,Not Asked,Private business,Not Asked,Not Asked
7788,2017,2017-01-05 13:36:50.477,62000.0,United States,Not Asked,Microsoft SQL Server,1,Full time employee,Developer: T-SQL,No,1,8,Bachelors (4 years),Yes,"No, I never have",45,Not Asked,Private business,Not Asked,Not Asked
7790,2017,2017-01-05 13:35:56.409,75000.0,United States,Not Asked,Microsoft SQL Server,17,Full time employee,"Developer: App code (C#, JS, etc)",No,15,4,Bachelors (4 years),Yes,"Yes, but they expired",45,Not Asked,Private business,Not Asked,Not Asked
7792,2017,2017-01-05 13:34:16.528,134000.0,United States,Not Asked,Microsoft SQL Server,15,Full time employee,Engineer,No,2,40,Bachelors (4 years),Yes,"Yes, and they're currently valid",30,Not Asked,Federal government,Not Asked,Not Asked
7793,2017,2017-01-05 13:33:04.955,189000.0,United States,Not Asked,Microsoft SQL Server,6,Full time employee,Architect,No,3,15,Bachelors (4 years),,"Yes, and they're currently valid",45,Not Asked,Private business,Not Asked,Not Asked
7794,2017,2017-01-05 13:32:54.277,92000.0,United States,Not Asked,Teradata,1,Full time employee,Analyst,No,5,2,Bachelors (4 years),No,"No, I never have",45,Not Asked,Private business,Not Asked,Not Asked
7795,2017,2017-01-05 13:32:46.778,110000.0,United States,Not Asked,Microsoft SQL Server,10,Full time employee,DBA,Yes,8,4,Bachelors (4 years),Yes,"No, I never have",45,Not Asked,Private business,Not Asked,Not Asked
7796,2017,2017-01-05 13:32:28.537,43000.0,United States,Not Asked,Microsoft SQL Server,4,Full time employee,"Developer: App code (C#, JS, etc)",Yes,4,1,Associates (2 years),No,"No, I never have",60,Not Asked,Private business,Not Asked,Not Asked
7798,2017,2017-01-05 13:32:01.225,125000.0,United States,Not Asked,Microsoft SQL Server,10,Full time employee,DBA,No,1,15,Bachelors (4 years),No,"No, I never have",40,Not Asked,Private business,Not Asked,Not Asked
7799,2017,2017-01-05 13:31:37.174,139000.0,United States,Not Asked,Microsoft SQL Server,23,Full time employee,Developer: T-SQL,Yes,23,6,Bachelors (4 years),Yes,"No, I never have",50,Not Asked,State/province government,Not Asked,Not Asked
7800,2017,2017-01-05 13:30:49.558,130000.0,United States,Not Asked,Microsoft SQL Server,16,Full time employee,DBA,No,1,22,Masters,No,"Yes, but they expired",40,Not Asked,Private business,Not Asked,Not Asked
7802,2017,2017-01-05 13:30:13.766,94000.0,United States,Not Asked,Microsoft SQL Server,13,Full time employee of a consulting/contracting company,DBA,No,1,175,Bachelors (4 years),Yes,"No, I never have",50,Not Asked,Private business,Not Asked,Not Asked
7803,2017,2017-01-05 13:30:01.502,60000.0,United States,Not Asked,Microsoft SQL Server,12,Full time employee,DBA,No,5,15,Bachelors (4 years),Yes,"No, I never have",45,Not Asked,Private business,Not Asked,Not Asked
7804,2017,2017-01-05 13:29:57.646,76000.0,United States,Not Asked,Microsoft SQL Server,8,Full time employee,Developer: T-SQL,No,11,4,Bachelors (4 years),Yes,"No, I never have",40,Not Asked,Private business,Not Asked,Not Asked
7806,2017,2017-01-05 13:29:41.275,45000.0,United States,Not Asked,Microsoft SQL Server,10,Full time employee,DBA,No,10,25,Masters,Yes,"Yes, and they're currently valid",40,Not Asked,State/province government,Not Asked,Not Asked
7807,2017,2017-01-05 13:29:31.844,97000.0,United States,Not Asked,Microsoft SQL Server,20,Full time employee,DBA,Yes,12,15,Masters,Yes,"No, I never have",50,Not Asked,Private business,Not Asked,Not Asked
7808,2017,2017-01-05 13:27:41.135,73745.0,United States,Not Asked,Microsoft SQL Server,20,Full time employee,DBA,No,23,8,Bachelors (4 years),Yes,"No, I never have",40,Not Asked,Local government,Not Asked,Not Asked
7809,2017,2017-01-05 13:27:29.958,77250.0,United States,Not Asked,Microsoft SQL Server,17,Full time employee,"Developer: App code (C#, JS, etc)",No,20,5,None (no degree completed),No,"No, I never have",40,Not Asked,Private business,Not Asked,Not Asked
7810,2017,2017-01-05 13:27:05.255,73000.0,United States,Not Asked,Microsoft SQL Server,10,Full time employee,Analyst,No,29,3,Bachelors (4 years),Yes,"No, I never have",40,Not Asked,Local government,Not Asked,Not Asked
7811,2017,2017-01-05 13:26:53.468,100000.0,United States,Not Asked,Microsoft SQL Server,6,Full time employee,Developer: T-SQL,Yes,4,2,Bachelors (4 years),Yes,"Yes, but they expired",50,Not Asked,Private business,Not Asked,Not Asked
7812,2017,2017-01-05 13:26:19.700,160000.0,United States,Not Asked,Microsoft SQL Server,23,Full time employee of a consulting/contracting company,Developer: T-SQL,No,11,20,Bachelors (4 years),Yes,"No, I never have",40,Not Asked,Federal government,Not Asked,Not Asked
7813,2017,2017-01-05 13:25:46.484,55000.0,United States,Not Asked,Microsoft SQL Server,2,Full time employee,Other,No,2,82,Associates (2 years),Yes,"No, I never have",50,Not Asked,Private business,Not Asked,Not Asked
7814,2017,2017-01-05 13:25:34.369,135000.0,United States,Not Asked,Microsoft SQL Server,26,Independent or freelancer or company owner,Architect,Yes,26,100,Masters,Yes,"Yes, but they expired",35,Not Asked,Private business,Not Asked,Not Asked
7815,2017,2017-01-05 13:25:33.541,110000.0,United States,Not Asked,Microsoft SQL Server,11,Full time employee,DBA,No,10,4,Bachelors (4 years),No,"No, I never have",40,Not Asked,Private business,Not Asked,Not Asked
7817,2017,2017-01-05 13:24:33.578,45000.0,United States,Not Asked,Microsoft SQL Server,2,Full time employee,DBA,No,2,109,None (no degree completed),,"No, I never have",45,Not Asked,Private business,Not Asked,Not Asked
7818,2017,2017-01-05 13:24:09.516,135000.0,United States,Not Asked,Other,1,Full time employee,"Developer: Business Intelligence (SSRS, PowerBI, etc)",No,15,15,Masters,No,"Yes, but they expired",45,Not Asked,Private business,Not Asked,Not Asked
7819,2017,2017-01-05 13:24:07.727,135000.0,United States,Not Asked,Microsoft SQL Server,17,Full time employee,DBA,No,7,10,None (no degree completed),,"Yes, but they expired",40,Not Asked,Private business,Not Asked,Not Asked
7820,2017,2017-01-05 13:23:16.550,145000.0,United States,Not Asked,Microsoft SQL Server,5,Full time employee,Engineer,Yes,5,2000,Bachelors (4 years),Yes,"Yes, and they're currently valid",68,Not Asked,Private business,Not Asked,Not Asked
7821,2017,2017-01-05 13:23:15.923,142000.0,United States,Not Asked,Microsoft SQL Server,8,Full time employee,DBA,No,8,20,Masters,No,"Yes, but they expired",42,Not Asked,Private business,Not Asked,Not Asked
7824,2017,2017-01-05 13:21:52.167,72000.0,United States,Not Asked,Microsoft SQL Server,3,Full time employee,"Developer: App code (C#, JS, etc)",No,3,12,Bachelors (4 years),Yes,"Yes, and they're currently valid",40,Not Asked,Private business,Not Asked,Not Asked
7825,2017,2017-01-05 13:21:34.254,110000.0,United States,Not Asked,Microsoft SQL Server,15,Full time employee,DBA,No,6,7,Masters,Yes,"No, I never have",40,Not Asked,Private business,Not Asked,Not Asked
7826,2017,2017-01-05 13:20:49.985,116000.0,United States,Not Asked,Microsoft SQL Server,10,Full time employee,DBA,No,10,300,Doctorate/PhD,No,"Yes, and they're currently valid",50,Not Asked,Private business,Not Asked,Not Asked
7827,2017,2017-01-05 13:20:27.483,88580.0,United States,Not Asked,Microsoft SQL Server,4,Full time employee,"Developer: App code (C#, JS, etc)",No,4,8,Bachelors (4 years),No,"No, I never have",40,Not Asked,Private business,Not Asked,Not Asked
7828,2017,2017-01-05 13:20:16.033,97000.0,United States,Not Asked,Microsoft SQL Server,8,Full time employee,DBA,No,8,100,None (no degree completed),,"Yes, but they expired",50,Not Asked,Private business,Not Asked,Not Asked
7829,2017,2017-01-05 13:19:34.097,105750.0,United States,Not Asked,Microsoft SQL Server,20,Full time employee,DBA,No,27,146,Bachelors (4 years),No,"Yes, and they're currently valid",46,Not Asked,Private business,Not Asked,Not Asked
7830,2017,2017-01-05 13:19:27.706,115000.0,United States,Not Asked,Microsoft SQL Server,5,Full time employee,Manager,Yes,3,4,Masters,Yes,"Yes, and they're currently valid",55,Not Asked,Private business,Not Asked,Not Asked
